max,mean,min,std,sum,depto,year
{'LST_1KM': 325.1840816326531},{'LST_1KM': 311.0301327608976},{'LST_1KM': 302.2733333333333},{'LST_1KM': 2.9765873383632195},{'LST_1KM': 519373.97212228726},HN17,2013
{'LST_1KM': 324.903352601156},{'LST_1KM': 311.2458497253129},{'LST_1KM': 303.7192045454544},{'LST_1KM': 3.0102363202184765},{'LST_1KM': 519895.30280548474},HN17,2014
{'LST_1KM': 325.71226666666655},{'LST_1KM': 312.98453170845346},{'LST_1KM': 303.755},{'LST_1KM': 3.409537270146232},{'LST_1KM': 522799.542643237},HN17,2015
{'LST_1KM': 322.78176870748314},{'LST_1KM': 310.9961170620358},{'LST_1KM': 302.396},{'LST_1KM': 2.9036563861054736},{'LST_1KM': 519362.29590098356},HN17,2016
{'LST_1KM': 330.1228571428571},{'LST_1KM': 310.90118102687694},{'LST_1KM': 303.5565562913907},{'LST_1KM': 3.092198696869033},{'LST_1KM': 519114.7500113705},HN17,2017
{'LST_1KM': 330.016595744681},{'LST_1KM': 311.9190392043385},{'LST_1KM': 303.26},{'LST_1KM': 3.392311666466437},{'LST_1KM': 520898.6794116528},HN17,2018
{'LST_1KM': 325.50214689265516},{'LST_1KM': 312.11969787274586},{'LST_1KM': 303.92738095238093},{'LST_1KM': 3.039629174907242},{'LST_1KM': 521226.4314605182},HN17,2019
{'LST_1KM': 324.92335570469794},{'LST_1KM': 311.6649840075057},{'LST_1KM': 303.52994475138144},{'LST_1KM': 2.809314585046672},{'LST_1KM': 520572.1894643012},HN17,2020
{'LST_1KM': 323.9819393939394},{'LST_1KM': 311.02774613331775},{'LST_1KM': 303.85013333333336},{'LST_1KM': 2.894468643519106},{'LST_1KM': 519466.34442535206},HN17,2021
{'LST_1KM': 329.25534883720945},{'LST_1KM': 310.6054207733333},{'LST_1KM': 303.4529927007299},{'LST_1KM': 2.9071884323975135},{'LST_1KM': 518728.10553809704},HN17,2022
{'LST_1KM': 330.9897986577181},{'LST_1KM': 310.37728218290613},{'LST_1KM': 303.090705882353},{'LST_1KM': 2.921886873107634},{'LST_1KM': 518309.3694266408},HN17,2023
{'LST_1KM': 327.78797101449294},{'LST_1KM': 309.10734720153147},{'LST_1KM': 301.75999999999993},{'LST_1KM': 2.8500816055024902},{'LST_1KM': 516214.1185692585},HN17,2024
{'LST_1KM': 337.5984905660377},{'LST_1KM': 309.21346284539885},{'LST_1KM': 300.83777777777783},{'LST_1KM': 3.503730709727643},{'LST_1KM': 516017.8520000315},HN17,2025
{'LST_1KM': 333.3074285714286},{'LST_1KM': 303.8480132594518},{'LST_1KM': 296.60903225806453},{'LST_1KM': 2.827562372903994},{'LST_1KM': 5017703.194776478},HN09,2000
{'LST_1KM': 321.2766666666667},{'LST_1KM': 303.2973318080093},{'LST_1KM': 296.9381818181818},{'LST_1KM': 2.493561531737754},{'LST_1KM': 5008962.571217078},HN09,2001
{'LST_1KM': 318.3209523809523},{'LST_1KM': 303.22193765460986},{'LST_1KM': 297.64105263157893},{'LST_1KM': 2.215968690971067},{'LST_1KM': 5006952.840074562},HN09,2002
{'LST_1KM': 321.1902127659575},{'LST_1KM': 304.094483999896},{'LST_1KM': 298.48461538461527},{'LST_1KM': 2.5277154319492516},{'LST_1KM': 5020824.12598727},HN09,2003
{'LST_1KM': 312.324406779661},{'LST_1KM': 302.92099069855334},{'LST_1KM': 297.13828571428576},{'LST_1KM': 1.9414032897447677},{'LST_1KM': 5002160.453765191},HN09,2004
{'LST_1KM': 319.42076923076917},{'LST_1KM': 304.5894249212422},{'LST_1KM': 296.05},{'LST_1KM': 3.0225419303760197},{'LST_1KM': 5029231.275757921},HN09,2005
{'LST_1KM': 320.3211111111111},{'LST_1KM': 303.32850088715645},{'LST_1KM': 297.2871428571428},{'LST_1KM': 2.334995530925603},{'LST_1KM': 5009790.1739817355},HN09,2006
{'LST_1KM': 316.2952173913042},{'LST_1KM': 303.29202234918046},{'LST_1KM': 297.7291666666667},{'LST_1KM': 2.148281528637416},{'LST_1KM': 5007484.499598704},HN09,2007
{'LST_1KM': 319.24564102564096},{'LST_1KM': 303.19752563803746},{'LST_1KM': 295.90133333333335},{'LST_1KM': 2.298852133290359},{'LST_1KM': 5006881.470366389},HN09,2008
{'LST_1KM': 320.65822222222226},{'LST_1KM': 303.28578984585357},{'LST_1KM': 295.5},{'LST_1KM': 2.05929576754138},{'LST_1KM': 5007976.276250671},HN09,2009
{'LST_1KM': 320.41194444444443},{'LST_1KM': 303.9306992757148},{'LST_1KM': 294.32},{'LST_1KM': 2.1232323279985215},{'LST_1KM': 5018273.672617228},HN09,2010
{'LST_1KM': 316.48208333333326},{'LST_1KM': 303.89045701155266},{'LST_1KM': 294.68},{'LST_1KM': 2.3035448447068343},{'LST_1KM': 5017905.96290257},HN09,2011
{'LST_1KM': 319.7675},{'LST_1KM': 303.3704453532027},{'LST_1KM': 296.0133333333333},{'LST_1KM': 2.1240197637590805},{'LST_1KM': 5009529.990980973},HN09,2012
{'LST_1KM': 314.3582608695652},{'LST_1KM': 303.92401211894474},{'LST_1KM': 297.04125},{'LST_1KM': 2.2262207008420862},{'LST_1KM': 5018347.997470914},HN09,2013
{'LST_1KM': 329.65069767441867},{'LST_1KM': 304.11651059181276},{'LST_1KM': 296.98055555555555},{'LST_1KM': 2.563224480930373},{'LST_1KM': 5021299.906953128},HN09,2014
{'LST_1KM': 315.35632653061214},{'LST_1KM': 303.93576578311126},{'LST_1KM': 296.44},{'LST_1KM': 2.1893729890923064},{'LST_1KM': 5018648.151763888},HN09,2015
{'LST_1KM': 322.48862068965525},{'LST_1KM': 304.5258735385775},{'LST_1KM': 298.5540425531916},{'LST_1KM': 2.383469446609728},{'LST_1KM': 5028190.306013784},HN09,2016
{'LST_1KM': 318.82500000000005},{'LST_1KM': 303.8988402921815},{'LST_1KM': 298.00095238095236},{'LST_1KM': 1.9505688879576408},{'LST_1KM': 5018047.9647538215},HN09,2017
{'LST_1KM': 333.16937499999995},{'LST_1KM': 304.17259662267486},{'LST_1KM': 295.43},{'LST_1KM': 2.5707960270960393},{'LST_1KM': 5023027.533601842},HN09,2018
{'LST_1KM': 322.11694915254225},{'LST_1KM': 304.68023282843836},{'LST_1KM': 298.25333333333344},{'LST_1KM': 2.3454321791810635},{'LST_1KM': 5031085.514267277},HN09,2019
{'LST_1KM': 324.55245283018866},{'LST_1KM': 305.55843709313604},{'LST_1KM': 299.7768627450981},{'LST_1KM': 2.381070425220322},{'LST_1KM': 5045353.353109104},HN09,2020
{'LST_1KM': 325.28156862745107},{'LST_1KM': 304.54471116593675},{'LST_1KM': 294.44},{'LST_1KM': 2.1751382013112233},{'LST_1KM': 5029274.051760991},HN09,2021
{'LST_1KM': 318.97169811320754},{'LST_1KM': 303.90415726134904},{'LST_1KM': 297.3592},{'LST_1KM': 1.9558097498891418},{'LST_1KM': 5017691.22546261},HN09,2022
{'LST_1KM': 321.55310344827603},{'LST_1KM': 305.64702839521465},{'LST_1KM': 298.12},{'LST_1KM': 2.476523000152618},{'LST_1KM': 5047163.76327975},HN09,2023
{'LST_1KM': 314.86400000000003},{'LST_1KM': 304.4327043777825},{'LST_1KM': 297.9857142857143},{'LST_1KM': 2.07047956586687},{'LST_1KM': 5026620.899747},HN09,2024
{'LST_1KM': 329.7475862068966},{'LST_1KM': 301.44385929304696},{'LST_1KM': 295.9130434782609},{'LST_1KM': 1.7122050416969314},{'LST_1KM': 4975813.207806606},HN09,2025
{'LST_1KM': 336.4252727272727},{'LST_1KM': 309.6602144960259},{'LST_1KM': 297.70000000000005},{'LST_1KM': 3.398908536287289},{'LST_1KM': 1407653.4030560367},HN06,2000
{'LST_1KM': 328.44543209876554},{'LST_1KM': 310.6326453831899},{'LST_1KM': 297.8870399999999},{'LST_1KM': 3.567175859387933},{'LST_1KM': 1411832.682270021},HN06,2001
{'LST_1KM': 326.07946308724837},{'LST_1KM': 310.63156706889595},{'LST_1KM': 298.48666666666674},{'LST_1KM': 3.4516598015775157},{'LST_1KM': 1412452.6989293448},HN06,2002
{'LST_1KM': 320.77600000000007},{'LST_1KM': 309.14545598389856},{'LST_1KM': 297.3075},{'LST_1KM': 3.3468236216753695},{'LST_1KM': 1405313.413811608},HN06,2003
{'LST_1KM': 328.3693333333335},{'LST_1KM': 309.1916860934614},{'LST_1KM': 296.82672566371673},{'LST_1KM': 3.341624078281449},{'LST_1KM': 1404665.1050210933},HN06,2004
{'LST_1KM': 325.7729496402877},{'LST_1KM': 308.81974642981146},{'LST_1KM': 296.80037383177574},{'LST_1KM': 3.236951058284379},{'LST_1KM': 1402916.0325439826},HN06,2005
{'LST_1KM': 322.9621965317918},{'LST_1KM': 309.2528064728188},{'LST_1KM': 297.20160000000004},{'LST_1KM': 3.361499692743034},{'LST_1KM': 1406179.787568532},HN06,2006
{'LST_1KM': 330.63},{'LST_1KM': 308.838499504228},{'LST_1KM': 296.4118461538461},{'LST_1KM': 3.6412383115610223},{'LST_1KM': 1404295.9240339503},HN06,2007
{'LST_1KM': 326.02260869565237},{'LST_1KM': 308.7352339883107},{'LST_1KM': 296.7545054945055},{'LST_1KM': 3.547004429518247},{'LST_1KM': 1404075.782943304},HN06,2008
{'LST_1KM': 348.02666666666664},{'LST_1KM': 309.11071793649586},{'LST_1KM': 296.77927272727277},{'LST_1KM': 3.437398915292192},{'LST_1KM': 1404856.0884689393},HN06,2009
{'LST_1KM': 325.2818750000004},{'LST_1KM': 308.78703539082886},{'LST_1KM': 296.5958974358974},{'LST_1KM': 3.465993306270754},{'LST_1KM': 1403753.1284640133},HN06,2010
{'LST_1KM': 337.0466666666667},{'LST_1KM': 308.83902970470837},{'LST_1KM': 296.18634615384616},{'LST_1KM': 3.6784254839485357},{'LST_1KM': 1404232.9336617193},HN06,2011
{'LST_1KM': 330.66061349693257},{'LST_1KM': 308.2800758896529},{'LST_1KM': 296.04456140350874},{'LST_1KM': 3.756417548981353},{'LST_1KM': 1401760.3855435203},HN06,2012
{'LST_1KM': 326.4604444444445},{'LST_1KM': 309.85250423141025},{'LST_1KM': 297.28376237623763},{'LST_1KM': 3.6155032097130886},{'LST_1KM': 1409220.1252151933},HN06,2013
{'LST_1KM': 323.9677987421384},{'LST_1KM': 310.0585764423667},{'LST_1KM': 297.50170542635664},{'LST_1KM': 3.2920276461937457},{'LST_1KM': 1410153.701155802},HN06,2014
{'LST_1KM': 323.93863636363625},{'LST_1KM': 311.052279916607},{'LST_1KM': 296.8088695652173},{'LST_1KM': 3.7126083565001156},{'LST_1KM': 1414362.0356579886},HN06,2015
{'LST_1KM': 320.68356589147294},{'LST_1KM': 309.9062375056743},{'LST_1KM': 297.4079629629628},{'LST_1KM': 3.3657249829324094},{'LST_1KM': 1408841.047612268},HN06,2016
{'LST_1KM': 325.33434210526303},{'LST_1KM': 309.1549553517854},{'LST_1KM': 296.4178},{'LST_1KM': 3.7544649704930566},{'LST_1KM': 1406044.0111741656},HN06,2017
{'LST_1KM': 325.1542281879197},{'LST_1KM': 310.17870108097327},{'LST_1KM': 297.12720720720716},{'LST_1KM': 3.8795591421374427},{'LST_1KM': 1410023.7196315837},HN06,2018
{'LST_1KM': 326.09512195121937},{'LST_1KM': 310.6556746309783},{'LST_1KM': 297.6929411764706},{'LST_1KM': 3.4612953610554387},{'LST_1KM': 1411937.3507430837},HN06,2019
{'LST_1KM': 324.6261349693253},{'LST_1KM': 310.4380581727363},{'LST_1KM': 298.1620560747663},{'LST_1KM': 3.3109547459197652},{'LST_1KM': 1411569.1549363323},HN06,2020
{'LST_1KM': 326.0407999999998},{'LST_1KM': 309.57670507622606},{'LST_1KM': 296.1227184466019},{'LST_1KM': 3.783170850895658},{'LST_1KM': 1408275.3576284042},HN06,2021
{'LST_1KM': 321.63354430379724},{'LST_1KM': 309.16472503704534},{'LST_1KM': 295.99676767676766},{'LST_1KM': 3.5875919486588015},{'LST_1KM': 1406088.4439326026},HN06,2022
{'LST_1KM': 319.076140350877},{'LST_1KM': 308.29510539243233},{'LST_1KM': 296.08358974358976},{'LST_1KM': 3.5029978659218535},{'LST_1KM': 1401516.8031164792},HN06,2023
{'LST_1KM': 318.39312977099235},{'LST_1KM': 307.47106033803436},{'LST_1KM': 295.48703125},{'LST_1KM': 3.3061793743480394},{'LST_1KM': 1397770.6749098906},HN06,2024
{'LST_1KM': 341.20678571428556},{'LST_1KM': 307.40795499892783},{'LST_1KM': 293.71722222222223},{'LST_1KM': 4.21156914667476},{'LST_1KM': 1396803.8824883066},HN06,2025
{'LST_1KM': 309.600347826087},{'LST_1KM': 301.80286180100984},{'LST_1KM': 291.2674999999999},{'LST_1KM': 3.5076261685671746},{'LST_1KM': 513653.0847570701},HN14,2000
{'LST_1KM': 312.65627586206915},{'LST_1KM': 301.97289648596336},{'LST_1KM': 291.56622950819667},{'LST_1KM': 3.6883566563821906},{'LST_1KM': 513942.47512242617},HN14,2001
{'LST_1KM': 310.1986885245902},{'LST_1KM': 301.8519214281365},{'LST_1KM': 292.40828571428574},{'LST_1KM': 3.6399485232009483},{'LST_1KM': 513736.5817413607},HN14,2002
{'LST_1KM': 310.67911949685544},{'LST_1KM': 302.0079021191959},{'LST_1KM': 292.11984615384614},{'LST_1KM': 3.557833297976074},{'LST_1KM': 514002.05292558693},HN14,2003
{'LST_1KM': 307.93194805194815},{'LST_1KM': 300.7199320420312},{'LST_1KM': 291.88355555555563},{'LST_1KM': 3.3524520595477205},{'LST_1KM': 511809.9935154723},HN14,2004
{'LST_1KM': 309.3420895522387},{'LST_1KM': 301.2687829819412},{'LST_1KM': 291.77586206896547},{'LST_1KM': 3.3483569846837438},{'LST_1KM': 512744.1098345629},HN14,2005
{'LST_1KM': 309.33984732824433},{'LST_1KM': 301.12191060047576},{'LST_1KM': 291.73045871559634},{'LST_1KM': 3.6786273362708912},{'LST_1KM': 512494.1405289204},HN14,2006
{'LST_1KM': 309.882695035461},{'LST_1KM': 301.35970645726337},{'LST_1KM': 291.5061290322581},{'LST_1KM': 3.5236382755441586},{'LST_1KM': 512898.8569542469},HN14,2007
{'LST_1KM': 309.49924242424237},{'LST_1KM': 300.98659293794634},{'LST_1KM': 291.2170297029703},{'LST_1KM': 3.7374086993311586},{'LST_1KM': 512263.83676584286},HN14,2008
{'LST_1KM': 308.82906666666656},{'LST_1KM': 300.7318954707299},{'LST_1KM': 291.6106766917292},{'LST_1KM': 3.483722559510613},{'LST_1KM': 511830.3546612172},HN14,2009
{'LST_1KM': 309.7255855855856},{'LST_1KM': 301.56658959164673},{'LST_1KM': 292.13599999999985},{'LST_1KM': 3.3985313880418975},{'LST_1KM': 513250.961501984},HN14,2010
{'LST_1KM': 310.2034965034967},{'LST_1KM': 301.11567706800736},{'LST_1KM': 291.11962616822433},{'LST_1KM': 3.656016815086869},{'LST_1KM': 512483.5313744471},HN14,2011
{'LST_1KM': 308.0798701298701},{'LST_1KM': 300.7145819228432},{'LST_1KM': 291.7157894736842},{'LST_1KM': 3.3955298251027637},{'LST_1KM': 511800.88788536546},HN14,2012
{'LST_1KM': 310.17293233082694},{'LST_1KM': 302.00744072215275},{'LST_1KM': 292.04864406779666},{'LST_1KM': 3.497681206278514},{'LST_1KM': 514001.2676513418},HN14,2013
{'LST_1KM': 310.1976377952756},{'LST_1KM': 301.5206667283014},{'LST_1KM': 291.77165467625906},{'LST_1KM': 3.626960101717071},{'LST_1KM': 513172.8031297359},HN14,2014
{'LST_1KM': 310.62638888888887},{'LST_1KM': 302.02548402915204},{'LST_1KM': 292.58569343065693},{'LST_1KM': 3.5452997862894264},{'LST_1KM': 514031.97643999965},HN14,2015
{'LST_1KM': 310.34496124031006},{'LST_1KM': 301.8379729344175},{'LST_1KM': 291.9500869565217},{'LST_1KM': 3.5756455891030314},{'LST_1KM': 513712.84211615066},HN14,2016
{'LST_1KM': 309.71627586206904},{'LST_1KM': 301.8237439026903},{'LST_1KM': 292.46825396825386},{'LST_1KM': 3.5566796337913824},{'LST_1KM': 513688.62502955255},HN14,2017
{'LST_1KM': 309.9750000000002},{'LST_1KM': 301.5941771298007},{'LST_1KM': 292.37795918367334},{'LST_1KM': 3.4839382145409092},{'LST_1KM': 513297.91408549855},HN14,2018
{'LST_1KM': 309.0661363636363},{'LST_1KM': 301.5646670997595},{'LST_1KM': 292.7058394160584},{'LST_1KM': 3.297274958168173},{'LST_1KM': 513247.68951880134},HN14,2019
{'LST_1KM': 310.46887323943673},{'LST_1KM': 302.30693617529386},{'LST_1KM': 292.9326470588235},{'LST_1KM': 3.5876520502090763},{'LST_1KM': 514510.9936441923},HN14,2020
{'LST_1KM': 309.9919463087247},{'LST_1KM': 301.29109073168877},{'LST_1KM': 292.35124999999977},{'LST_1KM': 3.4123641773791458},{'LST_1KM': 512782.0764873755},HN14,2021
{'LST_1KM': 309.3131428571428},{'LST_1KM': 300.8832757754044},{'LST_1KM': 291.5559649122806},{'LST_1KM': 3.567066437753322},{'LST_1KM': 512087.99622234586},HN14,2022
{'LST_1KM': 308.85300613496946},{'LST_1KM': 301.27162409789736},{'LST_1KM': 292.4729292929293},{'LST_1KM': 3.358523856002179},{'LST_1KM': 512748.9452690792},HN14,2023
{'LST_1KM': 310.69619718309866},{'LST_1KM': 301.10547903061484},{'LST_1KM': 291.8727536231883},{'LST_1KM': 3.4222419052642796},{'LST_1KM': 512466.17483470496},HN14,2024
{'LST_1KM': 306.63714285714286},{'LST_1KM': 298.4041123647693},{'LST_1KM': 290.07025641025643},{'LST_1KM': 3.2634829191714685},{'LST_1KM': 507868.58648616786},HN14,2025
{'LST_1KM': 312.70394366197183},{'LST_1KM': 303.5512988947839},{'LST_1KM': 293.6904545454546},{'LST_1KM': 2.5593511515607927},{'LST_1KM': 1023232.1454650477},HN04,2000
{'LST_1KM': 309.6859649122808},{'LST_1KM': 303.0914272647759},{'LST_1KM': 293.5431034482758},{'LST_1KM': 2.679234405335786},{'LST_1KM': 1021681.9777130899},HN04,2001
{'LST_1KM': 309.7087234042553},{'LST_1KM': 302.9503891864475},{'LST_1KM': 293.3282191780824},{'LST_1KM': 2.8142009976482885},{'LST_1KM': 1021206.5566030316},HN04,2002
{'LST_1KM': 309.51965517241376},{'LST_1KM': 303.5511513632728},{'LST_1KM': 294.6295384615385},{'LST_1KM': 2.438554423676342},{'LST_1KM': 1023231.6481554161},HN04,2003
{'LST_1KM': 309.1981481481483},{'LST_1KM': 302.33779831920657},{'LST_1KM': 293.2730909090909},{'LST_1KM': 2.6343375809396417},{'LST_1KM': 1019141.5920660275},HN04,2004
{'LST_1KM': 311.33359223300965},{'LST_1KM': 303.18830388717737},{'LST_1KM': 293.648695652174},{'LST_1KM': 2.5804318852962322},{'LST_1KM': 1022008.5362702307},HN04,2005
{'LST_1KM': 309.756},{'LST_1KM': 302.4506892337474},{'LST_1KM': 293.14881355932204},{'LST_1KM': 2.649182800673751},{'LST_1KM': 1019522.1327295323},HN04,2006
{'LST_1KM': 308.8328971962617},{'LST_1KM': 302.8911005004906},{'LST_1KM': 293.910625},{'LST_1KM': 2.465231180530372},{'LST_1KM': 1021006.7021153242},HN04,2007
{'LST_1KM': 309.70991304347814},{'LST_1KM': 302.9354057133177},{'LST_1KM': 293.06800000000004},{'LST_1KM': 2.6368932022331126},{'LST_1KM': 1021156.0492541486},HN04,2008
{'LST_1KM': 308.9744144144145},{'LST_1KM': 302.8309965192745},{'LST_1KM': 293.39393939393926},{'LST_1KM': 2.488906747825714},{'LST_1KM': 1020804.099372807},HN04,2009
{'LST_1KM': 309.8282758620689},{'LST_1KM': 303.33546857105176},{'LST_1KM': 294.3789830508474},{'LST_1KM': 2.542561789610714},{'LST_1KM': 1022504.6093747298},HN04,2010
{'LST_1KM': 309.5453465346534},{'LST_1KM': 303.31067109289626},{'LST_1KM': 292.43709677419355},{'LST_1KM': 2.5869670998859418},{'LST_1KM': 1022421.0202849528},HN04,2011
{'LST_1KM': 312.10760000000005},{'LST_1KM': 302.525324549917},{'LST_1KM': 292.9518367346938},{'LST_1KM': 2.4870371885292784},{'LST_1KM': 1019773.7187216518},HN04,2012
{'LST_1KM': 309.47092592592594},{'LST_1KM': 303.44598521590535},{'LST_1KM': 293.87914285714277},{'LST_1KM': 2.4133201076850916},{'LST_1KM': 1022877.1466823771},HN04,2013
{'LST_1KM': 309.60065573770487},{'LST_1KM': 303.0275679214769},{'LST_1KM': 293.66685714285717},{'LST_1KM': 2.4784000121311993},{'LST_1KM': 1021466.7161309791},HN04,2014
{'LST_1KM': 309.910752688172},{'LST_1KM': 303.66767406487185},{'LST_1KM': 293.89047619047625},{'LST_1KM': 2.575119942791854},{'LST_1KM': 1023624.431103098},HN04,2015
{'LST_1KM': 312.55801801801795},{'LST_1KM': 304.24186679364044},{'LST_1KM': 293.82468085106393},{'LST_1KM': 2.743410555020302},{'LST_1KM': 1025559.9604844827},HN04,2016
{'LST_1KM': 309.77303030303057},{'LST_1KM': 303.21348437968027},{'LST_1KM': 293.3771428571429},{'LST_1KM': 2.462421908780246},{'LST_1KM': 1022093.4164518059},HN04,2017
{'LST_1KM': 309.09154471544724},{'LST_1KM': 303.25357432266253},{'LST_1KM': 293.5657692307694},{'LST_1KM': 2.487644380932701},{'LST_1KM': 1022228.5544614888},HN04,2018
{'LST_1KM': 310.3264516129034},{'LST_1KM': 304.11143210750816},{'LST_1KM': 294.32630434782607},{'LST_1KM': 2.5629059109463554},{'LST_1KM': 1025120.2820373137},HN04,2019
{'LST_1KM': 310.16409090909076},{'LST_1KM': 304.3640730926742},{'LST_1KM': 294.29333333333335},{'LST_1KM': 2.500229556562851},{'LST_1KM': 1025971.9021035925},HN04,2020
{'LST_1KM': 309.542641509434},{'LST_1KM': 303.66556648539705},{'LST_1KM': 293.8498734177216},{'LST_1KM': 2.5309911539919656},{'LST_1KM': 1023617.3267254342},HN04,2021
{'LST_1KM': 310.30480000000006},{'LST_1KM': 303.09907721106555},{'LST_1KM': 292.8034285714286},{'LST_1KM': 2.588833492815021},{'LST_1KM': 1021707.7646920392},HN04,2022
{'LST_1KM': 310.0007547169811},{'LST_1KM': 303.8328763397002},{'LST_1KM': 293.6227906976745},{'LST_1KM': 2.493597009056292},{'LST_1KM': 1024181.3065924264},HN04,2023
{'LST_1KM': 309.17980952380947},{'LST_1KM': 303.5804279491921},{'LST_1KM': 293.93942028985504},{'LST_1KM': 2.343247953825914},{'LST_1KM': 1023330.3357378154},HN04,2024
{'LST_1KM': 306.31515151515157},{'LST_1KM': 300.33584896128457},{'LST_1KM': 292.7017142857143},{'LST_1KM': 2.0509686054896594},{'LST_1KM': 1012393.2798562717},HN04,2025
{'LST_1KM': 317.82545454545453},{'LST_1KM': 303.98301200169425},{'LST_1KM': 292.89294117647063},{'LST_1KM': 3.695293174040532},{'LST_1KM': 2328649.3464914276},HN07,2000
{'LST_1KM': 320.536530612245},{'LST_1KM': 303.7874854083528},{'LST_1KM': 292.92222222222216},{'LST_1KM': 4.040762143759142},{'LST_1KM': 2327151.52307423},HN07,2001
{'LST_1KM': 317.3224203821656},{'LST_1KM': 303.5334620727012},{'LST_1KM': 293.3702857142858},{'LST_1KM': 3.8934157691206996},{'LST_1KM': 2325205.5877712555},HN07,2002
{'LST_1KM': 318.50956521739124},{'LST_1KM': 304.36813010205765},{'LST_1KM': 294.14260869565214},{'LST_1KM': 3.480475374810165},{'LST_1KM': 2331599.527841457},HN07,2003
{'LST_1KM': 319.9199999999999},{'LST_1KM': 302.43633642276313},{'LST_1KM': 292.4640909090909},{'LST_1KM': 4.152890361810809},{'LST_1KM': 2316801.101905667},HN07,2004
{'LST_1KM': 314.86970297029706},{'LST_1KM': 303.8772350608951},{'LST_1KM': 293.8090566037735},{'LST_1KM': 3.427933920351505},{'LST_1KM': 2327839.0465919566},HN07,2005
{'LST_1KM': 314.79036144578305},{'LST_1KM': 303.3597928111329},{'LST_1KM': 292.25170731707306},{'LST_1KM': 3.6470933279855124},{'LST_1KM': 2323875.201544099},HN07,2006
{'LST_1KM': 312.9438775510204},{'LST_1KM': 302.4892014600128},{'LST_1KM': 292.29952380952386},{'LST_1KM': 3.379298752527207},{'LST_1KM': 2317206.0723467227},HN07,2007
{'LST_1KM': 311.27397260273966},{'LST_1KM': 302.58702391457166},{'LST_1KM': 293.43705882352936},{'LST_1KM': 3.2927058959310354},{'LST_1KM': 2317955.4372318876},HN07,2008
{'LST_1KM': 317.7005095541401},{'LST_1KM': 303.1105720411333},{'LST_1KM': 293.8764444444444},{'LST_1KM': 3.3774223328161406},{'LST_1KM': 2321966.056097549},HN07,2009
{'LST_1KM': 310.86850000000004},{'LST_1KM': 302.75403367070606},{'LST_1KM': 293.18740740740753},{'LST_1KM': 3.1349171311881263},{'LST_1KM': 2319234.8085918827},HN07,2010
{'LST_1KM': 316.4895},{'LST_1KM': 303.2934441912328},{'LST_1KM': 293.3263157894737},{'LST_1KM': 3.0797417852329336},{'LST_1KM': 2323366.9406733564},HN07,2011
{'LST_1KM': 316.53256410256427},{'LST_1KM': 301.8208438325078},{'LST_1KM': 291.95069767441856},{'LST_1KM': 3.1566491188777617},{'LST_1KM': 2312086.146261829},HN07,2012
{'LST_1KM': 313.56855072463765},{'LST_1KM': 303.2084738623436},{'LST_1KM': 293.3051282051283},{'LST_1KM': 3.2223491667069486},{'LST_1KM': 2322716.028967679},HN07,2013
{'LST_1KM': 317.4150561797752},{'LST_1KM': 303.183295782638},{'LST_1KM': 292.0825},{'LST_1KM': 3.8106312437612875},{'LST_1KM': 2322523.1533248387},HN07,2014
{'LST_1KM': 315.0590476190476},{'LST_1KM': 303.93234815757734},{'LST_1KM': 294.06258064516123},{'LST_1KM': 3.7907792668285496},{'LST_1KM': 2328261.238199728},HN07,2015
{'LST_1KM': 313.5027972027971},{'LST_1KM': 303.75637709968805},{'LST_1KM': 293.46645161290326},{'LST_1KM': 3.197794885061561},{'LST_1KM': 2326913.2191566345},HN07,2016
{'LST_1KM': 314.0125842696631},{'LST_1KM': 302.47708426624655},{'LST_1KM': 293.10170212765956},{'LST_1KM': 3.2913754068491197},{'LST_1KM': 2317113.2490828196},HN07,2017
{'LST_1KM': 313.02359999999993},{'LST_1KM': 302.95470606717436},{'LST_1KM': 294.0086363636364},{'LST_1KM': 3.3400219119340364},{'LST_1KM': 2320772.051222047},HN07,2018
{'LST_1KM': 320.1873786407767},{'LST_1KM': 304.600330508539},{'LST_1KM': 293.4432558139535},{'LST_1KM': 3.6942343862546463},{'LST_1KM': 2333378.2894941145},HN07,2019
{'LST_1KM': 316.2987628865979},{'LST_1KM': 304.8979292601679},{'LST_1KM': 294.1242105263159},{'LST_1KM': 3.186515530640995},{'LST_1KM': 2335658.0324769015},HN07,2020
{'LST_1KM': 315.9910000000001},{'LST_1KM': 303.43817076454957},{'LST_1KM': 293.0766666666667},{'LST_1KM': 3.5596297231872285},{'LST_1KM': 2324475.61262892},HN07,2021
{'LST_1KM': 313.80043478260865},{'LST_1KM': 302.75639010022775},{'LST_1KM': 292.10774193548394},{'LST_1KM': 3.239894037549957},{'LST_1KM': 2319252.859923204},HN07,2022
{'LST_1KM': 311.66568627450994},{'LST_1KM': 302.5807706967713},{'LST_1KM': 292.6145833333333},{'LST_1KM': 2.8614766823757014},{'LST_1KM': 2317907.5347144133},HN07,2023
{'LST_1KM': 313.7266666666667},{'LST_1KM': 302.6340333144033},{'LST_1KM': 293.2995918367347},{'LST_1KM': 2.644448340050683},{'LST_1KM': 2318315.5508036166},HN07,2024
{'LST_1KM': 310.25},{'LST_1KM': 299.9298937041945},{'LST_1KM': 291.5523076923077},{'LST_1KM': 3.0558491374227463},{'LST_1KM': 2297600.6006665374},HN07,2025
